https://cloud.google.com/ 	https://cloud.google.com/?hl=ko 	https	https
<img alt="Data analytics" class="cloud-card__icon" src="https://cloud.google.com/_static/16eb031c2e/images/cloud/products/icons/bigdata.svg" /> 	<img alt="데이터 분석" class="cloud-card__icon" src="https://cloud.google.com/_static/16eb031c2e/images/cloud/products/icons/bigdata.svg?hl=ko"/> 	<img>	<img>
<h1 class="cloud-card__heading cloud-headline3"> 	<h1 class="cloud-card__heading cloud-headline3"> 	<h1>	<h1>
<strong>	<strong>	<strong>	<strong>
Data analytics	데이터 분석	data	데이터
</strong> 	</strong> 	</strong>	</strong>
Get more value from your data 	데이터를 가치 있게 활용하세요 	get	데이터를
</h1> 	</h1> 	</h1>	</h1>
<div class="cloud-card__footer"> 	<div class="cloud-card__footer"> 	<div>	<div>
<a href="https://cloud.google.com/products/big-data/" class="cloud-button cloud-button--secondary cloud-card__link" track-type='navigateTo' track-name='products' track-metadata-eventDetail='dataAnalytics' track-metadata-position='body' > 	<a href="https://cloud.google.com/products/big-data/?hl=ko" class="cloud-button cloud-button--secondary cloud-card__link" track-type="navigateTo" track-name="products" track-metadata-eventDetail="dataAnalytics" track-metadata-position="body"> 	<a>	<a>
See how	방법 보기	see	방법
</a> 	</a> 	</a>	</a>
</div> 	</div> 	</div>	</div>
</section> 	</section> 	</section>	</section>
<section class="cloud-card cloud-card--product cloud-card--contact cloud-card--reversed"> 	<section class="cloud-card cloud-card--product cloud-card--contact cloud-card--reversed"> 	<section>	<section>
<h3 class="cloud-card__heading cloud-headline3"> 	<h3 class="cloud-card__heading cloud-headline3"> 	<h3>	<h3>
Not sure where to start? 	어디서부터 시작해야 할지 막막하신가요? 	not	어디서부터
</h3> 	</h3> 	</h3>	</h3>
<div class="cloud-card__footer"> 	<div class="cloud-card__footer"> 	<div>	<div>
<a href="https://cloud.google.com/contact/" class="cloud-button cloud-button--secondary cloud-button--reversed cloud-card__link" track-type='contact' track-name='sales' track-metadata-eventDetail='body' track-metadata-position='body' > 	<a href="https://cloud.google.com/contact/?hl=ko" class="cloud-button cloud-button--secondary cloud-button--reversed cloud-card__link" track-type="contact" track-name="sales" track-metadata-eventDetail="body" track-metadata-position="body"> 	<a>	<a>
Contact us	문의하기	contact	문의하기
</a> 	</a> 	</a>	</a>
</div> 	</div> 	</div>	</div>
</section> 	</section> 	</section>	</section>
<section class="cloud-card cloud-card--product " style=" "> 	<section class="cloud-card cloud-card--product " style=" "> 	<section>	<section>
<img alt="Storage" class="cloud-card__icon" src="https://cloud.google.com/_static/16eb031c2e/images/cloud/products/icons/storage.svg" /> 	<img alt="저장" class="cloud-card__icon" src="https://cloud.google.com/_static/16eb031c2e/images/cloud/products/icons/storage.svg?hl=ko"/> 	<img>	<img>
<h1 class="cloud-card__heading cloud-headline3"> 	<h1 class="cloud-card__heading cloud-headline3"> 	<h1>	<h1>
<strong>	<strong>	<strong>	<strong>
Storage	저장소	storage	저장소
</strong> 	</strong> 	</strong>	</strong>
Securely store and back up your data 	데이터를 안전하게 저장하고 백업하세요 	securely	데이터를
</h1> 	</h1> 	</h1>	</h1>
<div class="cloud-card__footer"> 	<div class="cloud-card__footer"> 	<div>	<div>
<a href="https://cloud.google.com/products/storage/" class="cloud-button cloud-button--secondary cloud-card__link" track-type='navigateTo' track-name='products' track-metadata-eventDetail='storage' track-metadata-position='body' > 	<a href="https://cloud.google.com/products/storage/?hl=ko" class="cloud-button cloud-button--secondary cloud-card__link" track-type="navigateTo" track-name="products" track-metadata-eventDetail="storage" track-metadata-position="body"> 	<a>	<a>
Review options	옵션 검토하기	review	옵션
</a> 	</a> 	</a>	</a>
</div> 	</div> 	</div>	</div>
</section> 	</section> 	</section>	</section>
</div> 	</div> 	</div>	</div>
<div class="cloud-grid__col is-6"> 	<div class="cloud-grid__col is-6"> 	<div>	<div>
<section class="cloud-card cloud-card--product cloud-card--center cloud-card--tall" style="background-image: url('/images/home/new-gsuite-bg_2x.jpg') "> 	<section class="cloud-card cloud-card--product cloud-card--center cloud-card--tall" style="background-image: url('/images/home/new-gsuite-bg_2x.jpg') "> 	<section>	<section>
<h1 class="cloud-card__heading cloud-headline4"> 	<h1 class="cloud-card__heading cloud-headline4"> 	<h1>	<h1>
G Suite	G Suite	g	g
<br>	<br />	<br>	<br>
Team collaboration, simplified 	팀 공동작업이 간소화됩니다 	team	팀
</h1> 	</h1> 	</h1>	</h1>
<div class="cloud-card__footer"> 	<div class="cloud-card__footer"> 	<div>	<div>
<a href="https://gsuite.google.com/features/" class="cloud-button cloud-button--secondary cloud-button--dark cloud-card__link" track-type='navigateTo' track-name='seeFeatures' track-metadata-eventDetail='body' track-metadata-position='body' > 	<a href="https://gsuite.google.com/features/?hl=ko" class="cloud-button cloud-button--secondary cloud-button--dark cloud-card__link" track-type="navigateTo" track-name="seeFeatures" track-metadata-eventDetail="body" track-metadata-position="body"> 	<a>	<a>
See features	기능 보기	see	기능
</a> 	</a> 	</a>	</a>
</div> 	</div> 	</div>	</div>
</section> 	</section> 	</section>	</section>
<section class="cloud-card cloud-card--product " style=" "> 	<section class="cloud-card cloud-card--product " style=" "> 	<section>	<section>
<img alt="AI and machine learning" class="cloud-card__icon" src="https://cloud.google.com/_static/16eb031c2e/images/cloud/products/icons/machine-learning.svg" /> 	<img alt="AI 및 머신러닝" class="cloud-card__icon" src="https://cloud.google.com/_static/16eb031c2e/images/cloud/products/icons/machine-learning.svg?hl=ko"/> 	<img>	<img>
<h1 class="cloud-card__heading cloud-headline3"> 	<h1 class="cloud-card__heading cloud-headline3"> 	<h1>	<h1>
<strong>	<strong>	<strong>	<strong>
AI and machine learning	AI 및 머신러닝	ai	ai
</strong> 	</strong> 	</strong>	</strong>
Make smarter predictions 	더 스마트하게 예측하세요 	make	더
</h1> 	</h1> 	</h1>	</h1>
<div class="cloud-card__footer"> 	<div class="cloud-card__footer"> 	<div>	<div>
<a href="https://cloud.google.com/products/machine-learning/" class="cloud-button cloud-button--secondary cloud-card__link" track-type='navigateTo' track-name='products' track-metadata-eventDetail='aiAndMachineLearning' track-metadata-position='body' > 	<a href="https://cloud.google.com/products/machine-learning/?hl=ko" class="cloud-button cloud-button--secondary cloud-card__link" track-type="navigateTo" track-name="products" track-metadata-eventDetail="aiAndMachineLearning" track-metadata-position="body"> 	<a>	<a>
Explore tools	도구 살펴보기	explore	도구
</a> 	</a> 	</a>	</a>
</div> 	</div> 	</div>	</div>
</section> 	</section> 	</section>	</section>
<section class="cloud-card cloud-card--product cloud-card--center cloud-card--tall" style="background-image: url('/images/home/maps-bg_2x.jpg') "> 	<section class="cloud-card cloud-card--product cloud-card--center cloud-card--tall" style="background-image: url('/images/home/maps-bg_2x.jpg') "> 	<section>	<section>
<h1 class="cloud-card__heading cloud-headline4"> 	<h1 class="cloud-card__heading cloud-headline4"> 	<h1>	<h1>
Google Maps Platform	Google Maps Platform	google	google
<br/>	<br />	<br>	<br>
Create immersive location experiences 	몰입형 위치 환경을 만드세요 	create	몰입형
</h1> 	</h1> 	</h1>	</h1>
<p class="cloud-card__body"> 	<p class="cloud-card__body"> 	<p>	<p>
None	200여 개 국가와 지역의 정확한 실시간 데이터로 빌드하세요. 	None	200여
Build with accurate, real-time data for more than 200 countries and territories. 	None	build	None
</p> 	</p> 	</p>	</p>
<div class="cloud-card__footer"> 	<div class="cloud-card__footer"> 	<div>	<div>
<a href="https://cloud.google.com/maps-platform/" class="cloud-button cloud-button--secondary cloud-button--dark cloud-card__link" track-type='navigateTo' track-name='products' track-metadata-eventDetail='googleMapsPlatform' track-metadata-position='' > 	<a href="https://cloud.google.com/maps-platform/?hl=ko" class="cloud-button cloud-button--secondary cloud-button--dark cloud-card__link" track-type="navigateTo" track-name="products" track-metadata-eventDetail="googleMapsPlatform" track-metadata-position> 	<a>	<a>
Go now	지금 이동하기	go	지금
</a> 	</a> 	</a>	</a>
</div> 	</div> 	</div>	</div>
</section> 	</section> 	</section>	</section>
</div> 	</div> 	</div>	</div>
</div> 	</div> 	</div>	</div>
</section> 	</section> 	</section>	</section>
<section class="cloud-section--security cloud-section--centered cloud-full-bleed--bg"> 	<section class="cloud-section--security cloud-section--centered cloud-full-bleed--bg"> 	<section>	<section>
<div class="cloud-section"> 	<div class="cloud-section"> 	<div>	<div>
<header class="cloud-section-header cloud-section-header--security"> 	<header class="cloud-section-header cloud-section-header--security"> 	<header>	<header>
<h1 class="cloud-section-header__eyebrow cloud-eyebrow"> 	<h1 class="cloud-section-header__eyebrow cloud-eyebrow"> 	<h1>	<h1>
Security &amp; Compliance 	보안 및 규정 준수 	security	보안
</h1> 	</h1> 	</h1>	</h1>
<ul class="cloud-security-badges"> 	<ul class="cloud-security-badges"> 	<ul>	<ul>
<li class="cloud-security-badges__badge"> 	<li class="cloud-security-badges__badge"> 	<li>	<li>
<span class="cloud-security-badges__logo"> 	<span class="cloud-security-badges__logo"> 	<span>	<span>
<a href="https://cloud.google.com/security/compliance/iso-27017/"> 	<a href="https://cloud.google.com/security/compliance/iso-27017/?hl=ko"> 	<a>	<a>
<img src="https://cloud.google.com/images/why-google/security-logo_iso.svg" alt="ISO badge" /> 	<img src="https://cloud.google.com/images/why-google/security-logo_iso.svg?hl=ko" alt="ISO 배지"/> 	<img>	<img>
</a> 	</a> 	</a>	</a>
</span> 	</span> 	</span>	</span>
</li> 	</li> 	</li>	</li>
<li class="cloud-security-badges__badge"> 	<li class="cloud-security-badges__badge"> 	<li>	<li>
<span class="cloud-security-badges__logo"> 	<span class="cloud-security-badges__logo"> 	<span>	<span>
<a href="https://cloud.google.com/security/compliance/soc-2/"> 	<a href="https://cloud.google.com/security/compliance/soc-2/?hl=ko"> 	<a>	<a>
<img src="https://cloud.google.com/images/why-google/security-logo_soc.png" alt="ACIPA SOC badge" /> 	<img src="https://cloud.google.com/images/why-google/security-logo_soc.png?hl=ko" alt="ACIPA SOC 배지"/> 	<img>	<img>
</a> 	</a> 	</a>	</a>
</span> 	</span> 	</span>	</span>
</li> 	</li> 	</li>	</li>
<li class="cloud-security-badges__badge"> 	<li class="cloud-security-badges__badge"> 	<li>	<li>
<span class="cloud-security-badges__logo cloud-security-badges__logo--wide"> 	<span class="cloud-security-badges__logo cloud-security-badges__logo--wide"> 	<span>	<span>
<a href="https://cloud.google.com/security/compliance/pci-dss/"> 	<a href="https://cloud.google.com/security/compliance/pci-dss/?hl=ko"> 	<a>	<a>
<img src="https://cloud.google.com/images/why-google/security-logo_pci.png" alt="PCI DSS badge" /> 	<img src="https://cloud.google.com/images/why-google/security-logo_pci.png?hl=ko" alt="PCI DSS 배지"/> 	<img>	<img>
</a> 	</a> 	</a>	</a>
</span> 	</span> 	</span>	</span>
</li> 	</li> 	</li>	</li>
<li class="cloud-security-badges__badge"> 	<li class="cloud-security-badges__badge"> 	<li>	<li>
<span class="cloud-security-badges__logo"> 	<span class="cloud-security-badges__logo"> 	<span>	<span>
<a href="https://cloud.google.com/security/compliance/csa-star/"> 	<a href="https://cloud.google.com/security/compliance/csa-star/?hl=ko"> 	<a>	<a>
<img src="https://cloud.google.com/images/why-google/security-logo_csa.png" alt="Cloud security alliance badge" /> 	<img src="https://cloud.google.com/images/why-google/security-logo_csa.png?hl=ko" alt="클라우드 보안 연합 배지"/> 	<img>	<img>
</a> 	</a> 	</a>	</a>
</span> 	</span> 	</span>	</span>
</li> 	</li> 	</li>	</li>
<li class="cloud-security-badges__badge"> 	<li class="cloud-security-badges__badge"> 	<li>	<li>
<span class="cloud-security-badges__logo"> 	<span class="cloud-security-badges__logo"> 	<span>	<span>
<a href="https://cloud.google.com/security/compliance/fedramp/"> 	<a href="https://cloud.google.com/security/compliance/fedramp/?hl=ko"> 	<a>	<a>
<img src="https://cloud.google.com/images/why-google/security-logo_fedramp.png" alt="Fed RAMP badge" /> 	<img src="https://cloud.google.com/images/why-google/security-logo_fedramp.png?hl=ko" alt="Fed RAMP 배지"/> 	<img>	<img>
</a> 	</a> 	</a>	</a>
</span> 	</span> 	</span>	</span>
</li> 	</li> 	</li>	</li>
<li class="cloud-security-badges__badge"> 	<li class="cloud-security-badges__badge"> 	<li>	<li>
<span class="cloud-security-badges__logo"> 	<span class="cloud-security-badges__logo"> 	<span>	<span>
<a href="https://cloud.google.com/security/compliance/hipaa-compliance/"> 	<a href="https://cloud.google.com/security/compliance/hipaa-compliance/?hl=ko"> 	<a>	<a>
<img src="https://cloud.google.com/images/why-google/security-logo_hipaa.png" alt="HIPAA badge" /> 	<img src="https://cloud.google.com/images/why-google/security-logo_hipaa.png?hl=ko" alt="HIPAA 배지"/> 	<img>	<img>
</a> 	</a> 	</a>	</a>
</span> 	</span> 	</span>	</span>
</li> 	</li> 	</li>	</li>
<li class="cloud-security-badges__badge"> 	<li class="cloud-security-badges__badge"> 	<li>	<li>
<span class="cloud-security-badges__logo"> 	<span class="cloud-security-badges__logo"> 	<span>	<span>
<a href="https://cloud.google.com/security/compliance/gdpr/"> 	<a href="https://cloud.google.com/security/compliance/gdpr/?hl=ko"> 	<a>	<a>
<img src="https://cloud.google.com/images/why-google/security-logo_european-flag.png" alt="European flag badge" /> 	<img src="https://cloud.google.com/images/why-google/security-logo_european-flag.png?hl=ko" alt="유럽기 배지"/> 	<img>	<img>
</a> 	</a> 	</a>	</a>
</span> 	</span> 	</span>	</span>
</li> 	</li> 	</li>	</li>
</ul> 	</ul> 	</ul>	</ul>
<h2 class="cloud-section-header__heading cloud-headline3"> 	<h2 class="cloud-section-header__heading cloud-headline3"> 	<h2>	<h2>
Trusted, proven security at scale 	확장성이 뛰어난 신뢰할 수 있고 검증된 보안 	trusted	확장성이
</h2> 	</h2> 	</h2>	</h2>
</header> 	</header> 	</header>	</header>
<p class="cloud-section-body"> 	<p class="cloud-section-body"> 	<p>	<p>
None	무엇을 빌드하고 제작하고 코딩하고 저장하든 Google이 보호해 드립니다. Google은 기기부터 데이터 센터에 이르기까지 종합적인 보안 솔루션을 제공하며, 최근에는 The Forrester Wave	None	무엇을
None	<sup class="cloud-superscript">	None	<sup>
Whatever you build, create, code, or store, we’ll help protect it. We provide comprehensive security solutions from device to data center and recently received the 	TM	whatever	tm
None	</sup>	None	</sup>
None	에서 발표한 2018년 2분기 공용 클라우드 플랫폼 네이티브 보안 평가 보고서에서 	None	에서
<a href="https://cloud.google.com/forrester-public-cloud-platform-native-security-wave/"> 	<a href="https://cloud.google.com/forrester-public-cloud-platform-native-security-wave/?hl=ko">	<a>	<a>
highest Strategy score 	전략 부문 최고점	highest	전략
</a> 	</a>	</a>	</a>
in The Forrester Wave	을 받았습니다. 	in	을
<sup class="cloud-superscript">	None	<sup>	None
tm	None	tm	None
</sup> 	None	</sup>	None
: Public Cloud Platform Native Security, Q2 2018 report. 	None	: public	None
</p> 	</p> 	</p>	</p>
<a href="https://cloud.google.com/security/" class="cloud-button cloud-button--secondary" track-type='navigateTo' track-name='learnMore' track-metadata-eventDetail='securityAndCompliance' track-metadata-position='body' > 	<a href="https://cloud.google.com/security/?hl=ko" class="cloud-button cloud-button--secondary" track-type="navigateTo" track-name="learnMore" track-metadata-eventDetail="securityAndCompliance" track-metadata-position="body"> 	<a>	<a>
Learn more	자세히 알아보기	learn	자세히
</a> 	</a> 	</a>	</a>
</div> 	</div> 	</div>	</div>
</section> 	</section> 	</section>	</section>
<section> 	<section> 	<section>	<section>
<div class="cloud-grid cloud-grid__no-gap"> 	<div class="cloud-grid cloud-grid__no-gap"> 	<div>	<div>
<header class="cloud-grid__col is-6 is-4__large cloud-section-header cloud-section-header--solutions"> 	<header class="cloud-grid__col is-6 is-4__large cloud-section-header cloud-section-header--solutions"> 	<header>	<header>
